pokedex_number,name,abilities,generation,classfication,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,hp,sp_attack,sp_defense,speed,type1
477,Dusknoir,"['Pressure', 'Frisk']",4,Gripper Pokemon,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,135,800000,45,65,135,45,ghost
478,Froslass,"['Snow Cloak', 'Cursed Body']",4,Snow Land Pokemon,0,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,70,1000000,70,80,70,110,ice
479,Rotom,['Levitate'],4,Plasma Pokemon,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,107,1000000,50,105,107,86,electric
480,Uxie,['Levitate'],4,Knowledge Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,130,1250000,75,75,130,95,psychic
481,Mesprit,['Levitate'],4,Emotion Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,105,1250000,80,105,105,80,psychic
482,Azelf,['Levitate'],4,Willpower Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,70,1250000,75,125,70,115,psychic
483,Dialga,"['Pressure', 'Telepathy']",4,Temporal Pokemon,1,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,120,1250000,100,150,100,90,steel
484,Palkia,"['Pressure', 'Telepathy']",4,Spatial Pokemon,1,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,100,1250000,90,150,120,100,water
485,Heatran,"['Flash Fire', 'Flame Body']",4,Lava Dome Pokemon,1,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,106,1250000,91,130,106,77,fire
486,Regigigas,['Slow Start'],4,Colossal Pokemon,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,110,1250000,110,80,110,100,normal
487,Giratina,"['Pressure', 'Telepathy', 'Levitate']",4,Renegade Pokemon,1,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,100,1250000,150,120,100,90,ghost
488,Cresselia,['Levitate'],4,Lunar Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,120,1250000,120,75,130,85,psychic
489,Phione,['Hydration'],4,Sea Drifter Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,80,1250000,80,80,80,80,water
490,Manaphy,['Hydration'],4,Seafaring Pokemon,1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,100,1250000,100,100,100,100,water
491,Darkrai,['Bad Dreams'],4,Pitch-Black Pokemon,1,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,90,1250000,70,135,90,125,dark
492,Shaymin,"['Natural Cure', 'Serene Grace']",4,Gratitude Pokemon,1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,75,1059860,100,120,75,127,grass
493,Arceus,['Multitype'],4,Alpha Pokemon,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,120,1250000,120,120,120,120,normal
494,Victini,['Victory Star'],5,Victory Pokemon,1,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,100,1250000,100,100,100,100,psychic
495,Snivy,"['Overgrow', 'Contrary']",5,Grass Snake Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,55,1059860,45,45,55,63,grass
496,Servine,"['Overgrow', 'Contrary']",5,Grass Snake Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,75,1059860,60,60,75,83,grass
497,Serperior,"['Overgrow', 'Contrary']",5,Regal Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,95,1059860,75,75,95,113,grass
498,Tepig,"['Blaze', 'Thick Fat']",5,Fire Pig Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,45,1059860,65,45,45,45,fire
499,Pignite,"['Blaze', 'Thick Fat']",5,Fire Pig Pokemon,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,55,1059860,90,70,55,55,fire
500,Emboar,"['Blaze', 'Reckless']",5,Mega Fire Pig Pokemon,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,65,1059860,110,100,65,65,fire
501,Oshawott,"['Torrent', 'Shell Armor']",5,Sea Otter Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,45,1059860,55,63,45,45,water
502,Dewott,"['Torrent', 'Shell Armor']",5,Discipline Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,60,1059860,75,83,60,60,water
503,Samurott,"['Torrent', 'Shell Armor']",5,Formidable Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,85,1059860,95,108,70,70,water
504,Patrat,"['Run Away', 'Keen Eye', 'Analytic']",5,Scout Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,39,1000000,45,35,39,42,normal
505,Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",5,Lookout Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,69,1000000,60,60,69,77,normal
506,Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",5,Puppy Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,45,1059860,45,25,45,55,normal
507,Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",5,Loyal Dog Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,65,1059860,65,35,65,60,normal
508,Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",5,Big-Hearted Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,90,1059860,85,45,90,80,normal
509,Purrloin,"['Limber', 'Unburden', 'Prankster']",5,Devious Pokemon,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,37,1000000,41,50,37,66,dark
510,Liepard,"['Limber', 'Unburden', 'Prankster']",5,Cruel Pokemon,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,50,1000000,64,88,50,106,dark
511,Pansage,"['Gluttony', 'Overgrow']",5,Grass Monkey Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,48,1000000,50,53,48,64,grass
512,Simisage,"['Gluttony', 'Overgrow']",5,Thorn Monkey Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,63,1000000,75,98,63,101,grass
513,Pansear,"['Gluttony', 'Blaze']",5,High Temp Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,48,1000000,50,53,48,64,fire
514,Simisear,"['Gluttony', 'Blaze']",5,Ember Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,63,1000000,75,98,63,101,fire
515,Panpour,"['Gluttony', 'Torrent']",5,Spray Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,48,1000000,50,53,48,64,water
516,Simipour,"['Gluttony', 'Torrent']",5,Geyser Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,63,1000000,75,98,63,101,water
517,Munna,"['Forewarn', 'Synchronize', 'Telepathy']",5,Dream Eater Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,45,800000,76,67,55,24,psychic
518,Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",5,Drowsing Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,85,800000,116,107,95,29,psychic
519,Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",5,Tiny Pigeon Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,50,1059860,50,36,30,43,normal
520,Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",5,Wild Pigeon Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,62,1059860,62,50,42,65,normal
521,Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",5,Proud Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,80,1059860,80,65,55,93,normal
522,Blitzle,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",5,Electrified Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,32,1000000,45,50,32,76,electric
523,Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",5,Thunderbolt Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,63,1000000,75,80,63,116,electric
524,Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",5,Mantle Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,85,1059860,55,25,25,15,rock
525,Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",5,Ore Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,105,1059860,70,50,40,20,rock
526,Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",5,Compressed Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,130,1059860,85,60,80,25,rock
527,Woobat,"['Unaware', 'Klutz', 'Simple']",5,Bat Pokemon,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,43,1000000,65,55,43,72,psychic
528,Swoobat,"['Unaware', 'Klutz', 'Simple']",5,Courting Pokemon,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,55,1000000,67,77,55,114,psychic
529,Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",5,Mole Pokemon,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,40,1000000,60,30,45,68,ground
530,Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",5,Subterrene Pokemon,0,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,60,1000000,110,50,65,88,ground
531,Audino,"['Healer', 'Regenerator', 'Klutz']",5,Hearing Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,126,800000,103,80,126,50,normal
532,Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",5,Muscular Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,55,1059860,75,25,35,35,fighting
533,Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",5,Muscular Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,85,1059860,85,40,50,40,fighting
534,Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",5,Muscular Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,95,1059860,105,55,65,45,fighting
535,Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",5,Tadpole Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,40,1059860,50,50,40,64,water
536,Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",5,Vibration Pokemon,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,55,1059860,75,65,55,69,water
537,Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",5,Vibration Pokemon,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,75,1059860,105,85,75,74,water
538,Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",5,Judo Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,85,1000000,120,30,85,45,fighting
539,Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",5,Karate Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,75,1000000,75,30,75,85,fighting
540,Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",5,Sewing Pokemon,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,70,1059860,45,40,60,42,bug
541,Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",5,Leaf-Wrapped Pokemon,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,90,1059860,55,50,80,42,bug
542,Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",5,Nurturing Pokemon,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,80,1059860,75,70,80,92,bug
543,Venipede,"['Poison Point', 'Swarm', 'Speed Boost']",5,Centipede Pokemon,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,59,1059860,30,30,39,57,bug
544,Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",5,Curlipede Pokemon,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,99,1059860,40,40,79,47,bug
545,Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",5,Megapede Pokemon,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,89,1059860,60,55,69,112,bug
546,Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",5,Cotton Puff Pokemon,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,60,1000000,40,37,50,66,grass
547,Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",5,Windveiled Pokemon,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,85,1000000,60,77,75,116,grass
548,Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",5,Bulb Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,50,1000000,45,70,50,30,grass
549,Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",5,Flowering Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,75,1000000,70,110,75,90,grass
550,Basculin,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",5,Hostile Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,65,1000000,70,80,55,98,water
551,Sandile,"['Intimidate', 'Moxie', 'Anger Point']",5,Desert Croc Pokemon,0,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,35,1059860,50,35,35,65,ground
552,Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",5,Desert Croc Pokemon,0,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,45,1059860,60,45,45,74,ground
553,Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",5,Intimidation Pokemon,0,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,80,1059860,95,65,70,92,ground
554,Darumaka,"['Hustle', 'Inner Focus']",5,Zen Charm Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,45,1059860,70,15,45,50,fire
555,Darmanitan,"['Sheer Force', 'Zen Mode']",5,Blazing Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,105,1059860,105,140,105,55,fire
556,Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",5,Cactus Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,67,1000000,75,106,67,60,grass
557,Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",5,Rock Inn Pokemon,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,85,1000000,50,35,35,55,bug
558,Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",5,Stone Home Pokemon,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,125,1000000,70,65,75,45,bug
559,Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",5,Shedding Pokemon,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,70,1000000,50,35,70,48,dark
560,Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",5,Hoodlum Pokemon,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,115,1000000,65,45,115,58,dark
561,Sigilyph,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",5,Avianoid Pokemon,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,80,1000000,72,103,80,97,psychic
562,Yamask,['Mummy'],5,Spirit Pokemon,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,85,1000000,38,55,65,30,ghost
563,Cofagrigus,['Mummy'],5,Coffin Pokemon,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,145,1000000,58,95,105,30,ghost
564,Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",5,Prototurtle Pokemon,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,103,1000000,54,53,45,22,water
565,Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",5,Prototurtle Pokemon,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,133,1000000,74,83,65,32,water
566,Archen,['Defeatist'],5,First Bird Pokemon,0,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,45,1000000,55,74,45,70,rock
567,Archeops,['Defeatist'],5,First Bird Pokemon,0,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,65,1000000,75,112,65,110,rock
568,Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",5,Trash Bag Pokemon,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,62,1000000,50,40,62,65,poison
569,Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",5,Trash Heap Pokemon,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,82,1000000,80,60,82,75,poison
570,Zorua,['Illusion'],5,Tricky Fox Pokemon,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,40,1059860,40,80,40,65,dark
571,Zoroark,['Illusion'],5,Illusion Fox Pokemon,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,60,1059860,60,120,60,105,dark
572,Minccino,"['Cute Charm', 'Technician', 'Skill Link']",5,Chinchilla Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,40,800000,55,40,40,75,normal
573,Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",5,Scarf Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,60,800000,75,65,60,115,normal
574,Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",5,Fixation Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,50,1059860,45,55,65,45,psychic
575,Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",5,Manipulate Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,70,1059860,60,75,85,55,psychic
576,Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",5,Astral Body Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,95,1059860,70,95,110,65,psychic
577,Solosis,"['Overcoat', 'Magic Guard', 'Regenerator']",5,Cell Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,40,1059860,45,105,50,20,psychic
578,Duosion,"['Overcoat', 'Magic Guard', 'Regenerator']",5,Mitosis Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,50,1059860,65,125,60,30,psychic
579,Reuniclus,"['Overcoat', 'Magic Guard', 'Regenerator']",5,Multiplying Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,75,1059860,110,125,85,30,psychic
580,Ducklett,"['Keen Eye', 'Big Pecks', 'Hydration']",5,Water Bird Pokemon,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,305,190,50,1000000,62,44,50,55,water
581,Swanna,"['Keen Eye', 'Big Pecks', 'Hydration']",5,White Bird Pokemon,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,473,45,63,1000000,75,87,63,98,water
582,Vanillite,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5,Fresh Snow Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,305,255,50,1250000,36,65,60,44,ice
583,Vanillish,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5,Icy Snow Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,395,120,65,1250000,51,80,75,59,ice
584,Vanilluxe,"['Ice Body', 'Snow Warning', 'Weak Armor']",5,Snowstorm Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,535,45,85,1250000,71,110,95,79,ice
585,Deerling,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",5,Season Pokemon,0,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,335,190,50,1000000,60,40,50,75,normal
586,Sawsbuck,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",5,Season Pokemon,0,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,475,75,70,1000000,80,60,70,95,normal
587,Emolga,"['Static', 'Motor Drive']",5,Sky Squirrel Pokemon,0,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,60,1000000,55,75,60,103,electric
588,Karrablast,"['Swarm', 'Shed Skin', 'No Guard']",5,Clamping Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,315,200,45,1000000,50,40,45,60,bug
589,Escavalier,"['Swarm', 'Shell Armor', 'Overcoat']",5,Cavalry Pokemon,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,105,1000000,70,60,105,20,bug
590,Foongus,"['Effect Spore', 'Regenerator']",5,Mushroom Pokemon,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,45,1000000,69,55,55,15,grass
591,Amoonguss,"['Effect Spore', 'Regenerator']",5,Mushroom Pokemon,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,70,1000000,114,85,80,30,grass
592,Frillish,"['Water Absorb', 'Cursed Body', 'Damp']",5,Floating Pokemon,0,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,50,1000000,55,65,85,40,water
593,Jellicent,"['Water Absorb', 'Cursed Body', 'Damp']",5,Floating Pokemon,0,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,70,1000000,100,85,105,60,water
594,Alomomola,"['Healer', 'Hydration', 'Regenerator']",5,Caring Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,470,75,80,800000,165,40,45,65,water
595,Joltik,"['Compoundeyes', 'Unnerve', 'Swarm']",5,Attaching Pokemon,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,50,1000000,50,57,50,65,bug
596,Galvantula,"['Compoundeyes', 'Unnerve', 'Swarm']",5,EleSpider Pokemon,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,60,1000000,70,97,60,108,bug
